x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
6.6,0.16,0.21,78.5,6.7,0.055,0.996915242,43,0.498310554,0.48,157,0.99384,3.15,0.52,10.8,6
8.1,0.2,0.28,43.5,0.9,0.023,0.99529895,49,0.465382851,0.6,87,0.99062,2.92,0.36,11.1,6
6.7,0.24,0.41,61,2.9,0.039,0.995248713,48,0.511883361,0.72,122,0.99052,3.25,0.43,12,5
6.3,0.29,0.28,40.5,4.7,0.059,0.995168327,28,0.51054501,0.87,81,0.99036,3.24,0.56,12.7,8
6.4,0.15,0.44,75,1.2,0.043,0.995339138,67,0.496929648,0.45,150,0.9907,3.14,0.73,11.2,7
7.3,0.205,0.31,55,1.7,0.06,0.998148286,34,0.57054294,0.615,110,0.9963,3.72,0.69,10.5,6
7.2,0.23,0.39,96,14.2,0.058,0.998949448,49,0.474216264,0.69,192,0.9979,2.98,0.48,9,7
7.3,0.39,0.37,56.5,1.1,0.043,0.995489829,36,0.530199698,1.17,113,0.991,3.39,0.48,12.7,8
6.4,0.29,0.2,71,15.6,0.04,0.998098192,20,0.491361694,0.87,142,0.9962,3.1,0.54,10.6,5
7.4,0.2,0.31,58,1.6,0.038,0.995590277,34,0.511883361,0.6,116,0.9912,3.25,0.39,12,7
6.1,0.24,0.3,30.5,1.5,0.045,0.995991968,22,0.519827994,0.72,61,0.992,3.31,0.54,10.4,5
6.3,0.41,0.22,58.5,7.3,0.035,0.995851395,23,0.505149978,1.23,117,0.99172,3.2,0.39,11.94,7
6.7,0.26,0.49,95.5,8.3,0.047,0.997697349,54,0.509202522,0.78,191,0.9954,3.23,0.4,10.3,6
4.2,0.215,0.23,78.5,5.1,0.041,0.998438781,64,0.534026106,0.645,157,0.99688,3.42,0.44,8,3
8,0.24,0.36,64.5,1.5,0.047,0.997396611,17,0.505149978,0.72,129,0.9948,3.2,0.54,10,6
6,0.34,0.66,82,15.9,0.046,0.998949448,26,0.496929648,1.02,164,0.9979,3.14,0.5,8.8,6
6.4,0.38,0.26,49,8.2,0.043,0.996162637,28,0.475671188,1.14,98,0.99234,2.99,0.31,11.4,6
6.4,0.475,0.06,65.5,1,0.03,0.995188424,9,0.472756449,1.425,131,0.9904,2.97,0.29,10.8,5
5.4,0.595,0.1,40,2.8,0.042,0.9965942,26,0.526339277,1.785,80,0.9932,3.36,0.38,9.3,5
6.2,0.19,0.38,41,5.1,0.019,0.994791435,22,0.484299839,0.57,82,0.98961,3.05,0.36,12.5,6
6.5,0.29,0.52,96,7.9,0.049,0.997752474,35,0.499687083,0.87,192,0.99551,3.16,0.51,9.5,6
6.8,0.33,0.31,71.5,7.4,0.045,0.996122482,34,0.485721426,0.99,143,0.99226,3.06,0.55,12.2,6
6.7,0.5,0.63,119,13.4,0.078,0.99939982,81,0.488550717,1.5,238,0.9988,3.08,0.44,9.2,5
6.6,0.18,0.28,45.5,3.3,0.044,0.996493853,18,0.534026106,0.54,91,0.993,3.42,0.64,10.8,6
6.1,0.36,0.58,57.5,15,0.044,0.998899394,42,0.498310554,1.08,115,0.9978,3.15,0.51,9,5
6.9,0.19,0.35,50.5,1.7,0.036,0.996569115,33,0.506505032,0.57,101,0.99315,3.21,0.54,10.8,7
7.2,0.25,0.19,86,8,0.044,0.998198377,51,0.499687083,0.75,172,0.9964,3.16,0.44,9.2,5
6.3,0.34,0.31,34,6,0.02,0.994891954,18,0.507855872,1.02,68,0.98981,3.22,0.29,13.4,7
5.7,0.31,0.28,43,4.1,0.03,0.99529895,22,0.519827994,0.93,86,0.99062,3.31,0.38,11.7,7
6.7,0.16,0.34,54.5,1.6,0.026,0.996694537,27,0.523746467,0.48,109,0.9934,3.34,0.58,10.1,6
6.5,0.16,0.34,66.5,1.4,0.029,0.99553001,29,0.522444234,0.48,133,0.99108,3.33,0.64,11.5,7
6.2,0.43,0.49,57.5,6.4,0.045,0.998148286,12,0.514547753,1.29,115,0.9963,3.27,0.57,9,4
6.1,0.28,0.3,69.5,7.75,0.031,0.996473783,33,0.507855872,0.84,139,0.99296,3.22,0.46,11,6
5.8,0.25,0.28,87.5,11.1,0.056,0.998774249,45,0.534026106,0.75,175,0.99755,3.42,0.43,9.5,5
6.1,0.22,0.23,52,3.1,0.052,0.997396611,15,0.496929648,0.66,104,0.9948,3.14,0.42,8.7,5
7,0.24,0.25,94.5,1.7,0.042,0.995991968,48,0.511883361,0.72,189,0.992,3.25,0.42,11.4,6
7.6,0.23,0.34,64.5,1.6,0.043,0.996518941,24,0.494154594,0.69,129,0.99305,3.12,0.7,10.4,5
7.8,0.26,0.27,97.5,1.9,0.051,0.996393497,52,0.509202522,0.78,195,0.9928,3.23,0.5,10.9,6
5.6,0.19,0.39,33.5,1.1,0.043,0.99589156,17,0.509202522,0.57,67,0.9918,3.23,0.53,10.3,6
6.6,0.23,0.3,59,14.9,0.051,0.999174659,33,0.482873584,0.69,118,0.99835,3.04,0.54,9,6
7.3,0.13,0.32,54.5,14.4,0.051,0.998699154,34,0.505149978,0.39,109,0.9974,3.2,0.35,9.2,6
6.6,0.22,0.29,59,14.4,0.046,0.999169655,39,0.484299839,0.66,118,0.99834,3.05,0.5,9.1,6
6.3,0.34,0.33,40,4.6,0.034,0.995841353,19,0.5289167,1.02,80,0.9917,3.38,0.58,12,7
7.4,0.21,0.27,72,7.3,0.031,0.9965942,41,0.498310554,0.63,144,0.9932,3.15,0.38,11.8,7
6.2,0.3,0.17,62.5,2.8,0.04,0.996945335,24,0.478566496,0.9,125,0.9939,3.01,0.46,9,5
6.3,0.27,0.46,88.5,11.1,0.053,0.998453805,44,0.50242712,0.81,177,0.99691,3.18,0.67,9.4,5
6.1,0.28,0.27,70,4.7,0.03,0.995198473,56,0.499687083,0.84,140,0.99042,3.16,0.42,12.5,8
8,0.19,0.3,70,2,0.053,0.996995486,48,0.50242712,0.57,140,0.994,3.18,0.49,9.6,6
6.9,0.23,0.38,81,8.3,0.047,0.997697349,47,0.523746467,0.69,162,0.9954,3.34,0.52,10.5,7
6.1,0.16,0.37,48.5,1.1,0.031,0.996092365,37,0.531478917,0.48,97,0.9922,3.4,0.58,10.5,6
6.7,0.35,0.48,83.5,8.8,0.056,0.998138267,35,0.482873584,1.05,167,0.99628,3.04,0.47,9.4,5
6.6,0.15,0.34,39.5,1,0.037,0.994731119,45,0.471291711,0.45,79,0.98949,2.96,0.5,11.7,6
6.3,0.27,0.29,98,12.2,0.044,0.998909405,59,0.496929648,0.81,196,0.99782,3.14,0.4,8.8,6
7.3,0.17,0.24,81,8.1,0.121,0.997536967,32,0.501059262,0.51,162,0.99508,3.17,0.38,10.4,8
6.6,0.52,0.44,122.5,12.2,0.048,0.998749218,54,0.5132176,1.56,245,0.9975,3.26,0.54,9.3,6
7.2,0.34,0.2,101.5,5.8,0.062,0.997301359,52,0.501059262,1.02,203,0.99461,3.17,0.44,9.8,6
6.8,0.32,0.34,33.5,1.2,0.044,0.995941765,14,0.484299839,0.96,67,0.9919,3.05,0.47,10.6,4
5.6,0.32,0.33,47.5,7.4,0.037,0.996333278,25,0.511883361,0.96,95,0.99268,3.25,0.49,11.1,6
7.4,0.24,0.26,75,1.6,0.058,0.996794864,53,0.50242712,0.72,150,0.9936,3.18,0.5,9.9,7
7.6,0.4,0.27,50.5,5.2,0.03,0.995851395,32,0.507855872,1.2,101,0.99172,3.22,0.62,12.3,7
5.8,0.23,0.21,55,1.5,0.044,0.995680672,21,0.51851394,0.69,110,0.99138,3.3,0.57,11,6
6.9,0.19,0.35,62.5,6.9,0.045,0.99664437,51,0.491361694,0.57,125,0.9933,3.1,0.44,10.7,7
8.4,0.16,0.33,49,1.5,0.033,0.996995486,16,0.496929648,0.48,98,0.994,3.14,0.42,9.7,6
6.7,0.46,0.18,49,2.4,0.034,0.994786409,25,0.488550717,1.38,98,0.9896,3.08,0.44,12.6,7
6.6,0.54,0.21,91,16.3,0.055,0.999299755,41,0.525044807,1.62,182,0.9986,3.35,0.54,10.4,6
6.2,0.53,0.02,40.5,0.9,0.035,0.996162637,6,0.51054501,1.59,81,0.99234,3.24,0.35,9.5,4
5.6,0.29,0.05,15,0.8,0.038,0.996192752,11,0.526339277,0.87,30,0.9924,3.36,0.35,9.2,5
5.8,0.3,0.33,58,3.5,0.033,0.995273832,25,0.505149978,0.9,116,0.99057,3.2,0.44,11.7,6
6.6,0.545,0.04,55.5,2.5,0.031,0.995288903,48,0.496929648,1.635,111,0.9906,3.14,0.32,11.9,5
7.8,0.28,0.25,49.5,3.4,0.024,0.994781383,27,0.474216264,0.84,99,0.98959,2.98,0.37,13,6
6.1,0.44,0.28,66,4.25,0.032,0.995791143,43,0.5132176,1.32,132,0.9916,3.26,0.47,11.3,7
7.3,0.26,0.3,77,9.3,0.05,0.997902801,35,0.506505032,0.78,154,0.99581,3.21,0.5,10.4,6
6.2,0.2,0.28,39,1.1,0.039,0.994937184,24,0.526339277,0.6,78,0.9899,3.36,0.47,12.1,6
6.8,0.18,0.3,85.5,12.8,0.062,0.999039539,19,0.477121255,0.54,171,0.99808,3,0.52,9,7
7.2,0.19,0.46,93.5,3.8,0.041,0.9965942,82,0.503790683,0.57,187,0.9932,3.19,0.6,11.2,7
9.2,0.23,0.3,49.5,1.1,0.031,0.996443676,40,0.46834733,0.69,99,0.9929,2.94,0.3,,6
5.9,0.24,0.26,67,12.3,0.053,0.998599019,34,0.523746467,0.72,134,0.9972,3.34,0.45,9.5,6
7,0.14,0.49,59,5.9,0.053,0.997697349,22,0.526339277,0.42,118,0.9954,3.36,0.36,9.4,6
7.6,0.2,0.26,38,4.8,0.033,0.995369278,26,0.474216264,0.6,76,0.99076,2.98,0.49,12.3,7
6.8,0.24,0.31,71,18.3,0.046,1,40,0.51851394,0.72,142,1,3.3,0.41,8.7,5
6.4,0.15,0.29,57.5,1.8,0.044,0.995821269,21,0.491361694,0.45,115,0.99166,3.1,0.38,10.2,5
6.3,0.39,0.35,130,5.9,0.04,0.997045636,82.5,0.494154594,1.17,260,0.9941,3.12,0.66,10.1,5
6.6,0.35,0.26,64.5,2.7,0.045,0.994746199,19,0.51054501,1.05,129,0.98952,3.24,0.48,13,7
7.7,0.28,0.35,58.5,15.3,0.056,0.999899995,31,0.514547753,0.84,117,0.9998,3.27,0.5,9.6,5
6.4,0.37,0.19,50.5,3.5,0.068,0.996694537,18,0.481442629,1.11,101,0.9934,3.03,0.38,9,6
6.4,0.32,0.26,90,7.9,0.05,0.99756704,53,0.496929648,0.96,180,0.99514,3.14,0.5,9.6,5
6.5,0.18,0.41,64.5,14.2,0.039,0.998388702,47,0.515873844,0.54,129,0.99678,3.28,0.72,10.3,7
6.3,0.17,0.32,58.5,4.2,0.04,0.995901602,37,0.51054501,0.51,117,0.99182,3.24,0.43,11.3,6
7.7,0.34,0.58,75.5,11.1,0.039,0.998899394,41,0.485721426,1.02,151,0.9978,3.06,0.49,8.6,5
5.7,0.22,0.28,50.5,1.3,0.027,0.994726093,26,0.525044807,0.66,101,0.98948,3.35,0.38,12.5,7
6.8,0.26,0.26,36,2,0.019,0.995193449,23.5,0.499687083,0.78,72,0.99041,3.16,0.47,11.8,6
5,0.31,0,83,6.4,0.046,0.996995486,43,0.51851394,0.93,166,0.994,3.3,0.63,9.9,6
6.3,0.34,0.52,93,6.3,0.047,0.997401624,63,0.50242712,1.02,186,0.99481,3.18,0.44,9.6,5
5.5,0.17,0.23,54,2.9,0.039,0.99620781,10,0.515873844,0.51,108,0.99243,3.28,0.5,10,5
6.6,0.24,0.3,38.5,11.3,0.026,0.996900196,11,0.495544338,0.72,77,0.99381,3.13,0.55,12.8,7
6,0.28,0.49,111,6.8,0.048,0.997647232,61,0.503790683,0.84,222,0.9953,3.19,0.47,9.3,5
7.6,0.25,0.34,88,1.3,0.056,0.997165984,34,0.491361694,0.75,176,0.99434,3.1,0.51,9.5,5
7.6,0.16,0.44,54.5,1.4,0.043,0.9965942,25,0.492760389,0.48,109,0.9932,3.11,0.75,10.3,6
6,0.22,0.33,48.5,12.2,0.033,0.996774799,25,0.501059262,0.66,97,0.99356,3.17,0.42,11.3,7
6.7,0.42,0.46,117,9.7,0.054,0.999239711,67,0.509202522,1.26,234,0.99848,3.23,0.5,9,5
6.2,0.2,0.31,36.5,1,0.031,0.995163303,22,0.51054501,0.6,73,0.99035,3.24,0.52,11.3,6
6.9,0.26,0.29,57,4.2,0.043,0.995087936,33,0.499687083,0.78,114,0.9902,3.16,0.31,12.5,6
6.5,0.19,0.34,58,1.6,0.029,0.994756252,39,0.506505032,0.57,116,0.98954,3.21,0.68,12.5,6
8,0.36,0.43,73,10.1,0.053,0.999099595,29,0.531478917,1.08,146,0.9982,3.4,0.46,9.5,6
7.6,0.39,0.46,85,11.7,0.084,0.998864355,55,0.463892989,1.17,170,0.99773,2.91,0.51,9,5
6,0.1,0.24,32.5,1.1,0.041,0.996343314,15,0.557507202,0.3,65,0.9927,3.61,0.61,10.3,7
5.2,0.22,0.46,93.5,6.2,0.066,0.996804896,41,0.503790683,0.66,187,0.99362,3.19,0.42,9.733333333,5
5.8,0.21,0.32,47.5,1.6,0.045,0.99471604,38,0.509202522,0.63,95,0.98946,3.23,0.94,12.4,8
6.4,0.19,0.35,53,10.2,0.043,0.998158304,40,0.499687083,0.57,106,0.99632,3.16,0.5,9.7,6
6.4,0.35,0.51,88.5,7.8,0.055,0.997506892,53,0.494154594,1.05,177,0.99502,3.12,0.45,9.6,5
8.1,0.2,0.49,102.5,8.1,0.051,0.997697349,51,0.491361694,0.6,205,0.9954,3.1,0.52,11,6
5.9,0.37,0.14,92.5,6.3,0.036,0.997196069,34,0.501059262,1.11,185,0.9944,3.17,0.63,9.8,5
6.6,0.27,0.31,81.5,5.3,0.137,0.997546991,35,0.505149978,0.81,163,0.9951,3.2,0.38,9.3,5
8.4,0.19,0.43,52,2.1,0.052,0.996995486,20,0.45484486,0.57,104,0.994,2.85,0.46,9.5,5
7.1,0.47,0.29,71,14.8,0.024,0.997587089,22,0.494154594,1.41,142,0.99518,3.12,0.48,12,8
8.3,0.14,0.45,49,1.5,0.039,0.996067267,18,0.480006943,0.42,98,0.99215,3.02,0.56,11,6
5.6,0.19,0.26,38,1.4,0.03,0.995238665,12,0.511883361,0.57,76,0.9905,3.25,0.37,10.9,7
5.5,0.42,0.09,34,1.6,0.019,0.995288903,18,0.522444234,1.26,68,0.9906,3.33,0.51,11.4,7
7.4,0.27,0.26,86.5,11.8,0.053,0.998493866,55,0.492760389,0.81,173,0.99699,3.11,0.6,9.8,5
6.6,0.16,0.25,68.5,9.8,0.049,0.997496867,59.5,0.499687083,0.48,137,0.995,3.16,0.38,10,6
8.4,0.24,0.49,54,7.4,0.039,0.996694537,46,0.481442629,0.72,108,0.9934,3.03,0.33,11.9,7
6.9,0.25,0.24,42.5,3.6,0.057,0.997095783,13,0.475671188,0.75,85,0.9942,2.99,0.48,9.5,4
9.6,0.23,0.4,67.5,1.5,0.044,0.996845023,19,0.471291711,0.69,135,0.9937,2.96,0.49,10.9,5
7.6,0.16,0.41,75.5,1.9,0.047,0.996845023,27,0.505149978,0.48,151,0.9937,3.2,0.53,10.1,6
6.9,0.2,0.3,74,4.7,0.041,0.9965942,40,0.499687083,0.6,148,0.9932,3.16,0.35,10.2,6
5.9,0.22,0.18,60,6.4,0.041,0.997010532,28,0.514547753,0.66,120,0.99403,3.27,0.5,9.9,5
6.5,0.51,0.25,88.5,1.7,0.048,0.996052207,39,0.515873844,1.53,177,0.99212,3.28,0.57,10.6,5
5.6,0.28,0.27,79,3.9,0.043,0.996002008,52,0.525044807,0.84,158,0.99202,3.35,0.44,10.7,7
8.1,0.2,0.4,43.5,2,0.037,0.996042168,19,0.494154594,0.6,87,0.9921,3.12,0.54,11.2,6
6.8,0.26,0.24,107,7.8,0.052,0.998048095,54,0.495544338,0.78,214,0.9961,3.13,0.47,8.9,5
6.7,0.17,0.27,74.5,1.4,0.032,0.996263017,39,0.531478917,0.51,149,0.99254,3.4,0.52,10.5,5
6.5,0.35,0.28,106.5,12.4,0.051,0.998098192,86,0.499687083,1.05,213,0.9962,3.16,0.51,9.9,6
6.3,0.35,0.3,48.5,5.7,0.035,0.996343314,8,0.514547753,1.05,97,0.9927,3.27,0.41,11,7
7.4,0.15,0.42,77,1.7,0.045,0.995991968,49,0.477121255,0.45,154,0.992,3,0.6,10.4,6
6,0.18,0.27,71.5,1.5,0.089,0.99614256,40,0.542825427,0.54,143,0.9923,3.49,0.62,10.8,6
7.7,0.22,0.42,43.5,1.9,0.052,0.996092365,10,0.51851394,0.66,87,0.9922,3.3,0.49,11.8,6
7,0.24,0.34,51,3,0.035,0.995238665,36,0.50242712,0.72,102,0.9905,3.18,0.43,12.2,6
6.7,0.18,0.31,71.5,10.6,0.035,0.997857705,42,0.488550717,0.54,143,0.99572,3.08,0.49,9.8,7
6.6,0.26,0.25,89,11.6,0.045,0.998453805,45,0.522444234,0.78,178,0.99691,3.33,0.43,9.8,6
7.2,0.29,0.2,87,7.7,0.046,0.997907811,51,0.499687083,0.87,174,0.99582,3.16,0.52,9.5,5
6.7,0.24,0.46,55.5,2.2,0.033,0.995213545,19,0.491361694,0.72,111,0.99045,3.1,0.62,11.9,6
6.8,0.22,0.24,61.5,4.9,0.092,0.997546991,30,0.481442629,0.66,123,0.9951,3.03,0.46,8.6,6
7.6,0.445,0.44,106,14.5,0.045,0.999299755,68,0.541579244,1.335,212,0.9986,3.48,0.36,10,6
6.4,0.23,0.33,108.75,1.15,0.044,0.995991968,15.5,0.522444234,0.69,217.5,0.992,3.33,0.44,11,6
7.4,0.2,0.35,58,2.1,0.038,0.99744674,30,0.542825427,0.6,116,0.9949,3.49,0.77,10.3,7
7.2,0.23,0.39,96,14.2,0.058,0.998949448,49,0.474216264,0.69,192,0.9979,2.98,0.48,9,7
7.2,0.33,0.34,85.5,2,0.044,0.994721066,61,0.511883361,0.99,171,0.98947,3.25,0.53,13.3,7
6.8,0.17,0.34,55.5,2,0.04,0.994987437,38,0.51054501,0.51,111,0.99,3.24,0.45,12.9,6
6,0.14,0.17,63.5,5.6,0.036,0.99686007,37,0.484299839,0.42,127,0.99373,3.05,0.57,9.8,6
5.8,0.22,0.29,44.5,0.9,0.034,0.994665773,34,0.496929648,0.66,89,0.98936,3.14,0.36,11.1,7
7.6,0.26,0.47,27.5,1.6,0.068,0.997196069,5,0.491361694,0.78,55,0.9944,3.1,0.45,9.6,5
7.2,0.21,0.31,61,10.5,0.035,0.997386585,36,0.494154594,0.63,122,0.99478,3.12,0.4,10.6,6
6.8,0.27,0.35,98.5,7.8,0.048,0.997947894,76,0.51054501,0.81,197,0.9959,3.24,0.43,9.5,6
8.2,0.26,0.33,35.5,2.6,0.053,0.997005517,11,0.460897843,0.78,71,0.99402,2.89,0.49,9.5,5
8.3,0.14,0.36,30,8.8,0.026,0.997797575,13,0.495544338,0.42,60,0.9956,3.13,0.35,11.05,5
5.7,0.31,0.29,71.5,7.3,0.05,0.996654403,33,0.519827994,0.93,143,0.99332,3.31,0.5,11.06666667,6
5.8,0.28,0.28,79,4.2,0.044,0.995991968,52,0.525044807,0.84,158,0.992,3.35,0.44,,7
7,0.32,0.29,75,4.9,0.036,0.995831311,41,0.5289167,0.96,150,0.99168,3.38,0.43,12.2,6
7.3,0.26,0.53,78,12.7,0.047,0.99919968,60.5,0.485721426,0.78,156,0.9984,3.06,0.45,9.1,6
6.3,0.3,0.91,99.5,8.2,0.034,0.996965396,50,0.530199698,0.9,199,0.99394,3.39,0.49,11.7,6
7.6,0.2,0.3,106.25,14.2,0.056,0.999499875,53,0.496929648,0.6,212.5,0.999,3.14,0.46,8.9,8
7.3,0.22,0.4,64.75,14.75,0.042,0.999899995,44.5,0.526339277,0.66,129.5,0.9998,3.36,0.41,9.1,7
7.7,0.38,0.4,76,2,0.038,0.995288903,28,0.50242712,1.14,152,0.9906,3.18,0.32,12.9,6
8.9,0.32,0.49,65.5,1.6,0.05,0.997797575,17,0.495544338,0.96,131,0.9956,3.13,0.34,9.4,5
10,0.23,0.27,83,14.1,0.033,0.99939982,45,0.434568904,0.69,166,0.9988,2.72,0.43,9.7,6
8.7,0.3,0.59,35,1.7,0.046,0.99686007,10,0.485721426,0.9,70,0.99373,3.06,0.56,10.8,4
6.6,0.3,0.74,79.5,4.6,0.041,0.997296345,36,0.506505032,0.9,159,0.9946,3.21,0.45,9.9,5
6.8,0.25,0.38,77.5,8.1,0.046,0.997797575,24,0.522444234,0.75,155,0.9956,3.33,0.59,10.2,6
6.2,0.3,0.33,77.5,3.5,0.037,0.994922108,37,0.50242712,0.9,155,0.98987,3.18,0.37,12.4,6
6.5,0.43,0.18,65.5,13.15,0.032,0.99782263,25,0.509202522,1.29,131,0.99565,3.23,0.51,10.7,5
7.4,0.18,0.34,53.5,2.7,0.03,0.995991968,30,0.472756449,0.54,107,0.992,2.97,0.53,11,6
6.5,0.25,0.27,70,17.4,0.064,0.998879372,29,0.505149978,0.75,140,0.99776,3.2,0.49,10.1,6
8.2,0.38,0.49,83,13.6,0.042,0.999274737,58,0.491361694,1.14,166,0.99855,3.1,0.54,9.4,5
6.7,0.15,0.32,40.5,7.9,0.034,0.997557016,17,0.517195898,0.45,81,0.99512,3.29,0.31,10,6
7.4,0.16,0.3,84,13.7,0.056,0.999124617,33,0.462397998,0.48,168,0.99825,2.9,0.44,8.7,7
5.8,0.36,0.26,76.5,3.3,0.038,0.995540054,40,0.523746467,1.08,153,0.9911,3.34,0.55,11.3,6
8.2,0.22,0.3,92.5,1.8,0.047,0.99664437,47,0.495544338,0.66,185,0.9933,3.13,0.5,10.2,6
6.2,0.22,0.28,62.5,2.2,0.04,0.995841353,24,0.503790683,0.66,125,0.9917,3.19,0.48,10.5,6
6.3,0.23,0.33,52.5,1.5,0.036,0.995489829,15,0.521138084,0.69,105,0.991,3.32,0.42,11.2,6
6.3,0.19,0.29,48,2,0.022,0.994494847,33,0.482873584,0.57,96,0.98902,3.04,0.54,12.8,7
6.9,0.27,0.49,117.5,23.5,0.057,1.001199281,59,0.474216264,0.81,235,1.0024,2.98,0.47,8.6,5
6.4,0.17,0.34,67.5,1.5,0.091,0.99689518,42,0.511883361,0.51,135,0.9938,3.25,0.49,9.6,7
6.9,0.24,0.35,73,1,0.052,0.996493853,35,0.537819095,0.72,146,0.993,3.45,0.44,10,6
6.6,0.39,0.28,46,9.2,0.036,0.996022088,10,0.487138375,1.17,92,0.99206,3.07,0.35,12.1,6
7.7,0.35,0.46,91.5,11.8,0.088,0.998929427,61,0.456366033,1.05,183,0.99786,2.86,0.47,9,5
6,0.2,0.33,63,1.1,0.039,0.995243689,45,0.519827994,0.6,126,0.99051,3.31,0.45,11.6,7
7.3,0.25,0.36,88.5,2.1,0.034,0.995414487,30,0.511883361,0.75,177,0.99085,3.25,0.4,11.9,8
7,0.53,0.43,38,6.1,0.029,0.995580233,6,0.488550717,1.59,76,0.99118,3.08,0.5,12.5,8
7,0.23,0.42,72,18.05,0.05,0.999949999,35,0.507855872,0.69,144,0.9999,3.22,0.42,8.8,5
4.2,0.17,0.36,80.5,1.8,0.029,0.994982412,93,0.562292864,0.51,161,0.98999,3.65,0.89,12,7
6,0.26,0.29,72,3.1,0.041,0.994705987,37,0.507855872,0.78,144,0.98944,3.22,0.39,12.8,7
6.8,0.33,0.31,71.5,7.4,0.045,0.996122482,34,0.485721426,0.99,143,0.99226,3.06,0.55,12.2,6
5.9,0.26,0.24,66,2.4,0.046,0.996162637,27,0.559906625,0.78,132,0.99234,3.63,0.73,11.3,5
6.9,0.4,0.17,93,12.9,0.033,0.998769243,59,0.488550717,1.2,186,0.99754,3.08,0.49,9.4,5
7.3,0.29,0.29,77.5,4.6,0.029,0.996544028,27,0.487138375,0.87,155,0.9931,3.07,0.26,10.6,6
7.4,0.26,0.32,96.5,3.7,0.032,0.995660585,29,0.491361694,0.78,193,0.99134,3.1,0.67,12.5,6
7.4,0.19,0.3,114.5,12.8,0.053,0.999299755,48.5,0.496929648,0.57,229,0.9986,3.14,0.49,9.1,7
6.2,0.25,0.38,104,7.9,0.045,0.997857705,54,0.501059262,0.75,208,0.99572,3.17,0.46,9.1,5
6.1,0.27,0.32,55,1.1,0.034,0.994886928,24,0.526339277,0.81,110,0.9898,3.36,0.4,12.5,6
6.3,0.29,0.23,49.5,14.2,0.037,0.997637209,24,0.488550717,0.87,99,0.99528,3.08,0.38,10.6,6
6.6,0.31,0.49,110,7.7,0.05,0.998198377,52,0.494154594,0.93,220,0.9964,3.12,0.45,8.8,5
6.6,0.33,0.4,43,2.65,0.041,0.994565232,35,0.492760389,0.99,86,0.98916,3.11,0.39,13.3,7
5.8,0.33,0.2,83,16.05,0.047,0.998799279,26,0.489958479,0.99,166,0.9976,3.09,0.46,8.9,5
6.8,0.31,0.19,65,3.5,0.086,0.996493853,30,0.451786436,0.93,130,0.993,2.83,0.44,9.6,5
8.8,0.23,0.74,63,3.2,0.042,0.996694537,15,0.480006943,0.69,126,0.9934,3.02,0.51,11.2,6
5.7,0.24,0.47,91,6.3,0.069,0.99695035,35,0.492760389,0.72,182,0.99391,3.11,0.46,9.75,5
6.7,0.36,0.28,40.5,8.3,0.034,0.995745952,29,0.471291711,1.08,81,0.99151,2.96,0.39,12.5,6
6,0.26,0.32,56.5,3.5,0.028,0.995590277,29,0.531478917,0.78,113,0.9912,3.4,0.71,12.3,7
6.8,0.18,0.3,85.5,12.8,0.062,0.999039539,19,0.477121255,0.54,171,0.99808,3,0.52,9,7
7.5,0.33,0.38,99.5,8.7,0.126,0.998553954,49,0.474216264,0.99,199,0.99711,2.98,0.57,9.4,5
6.6,0.33,0.32,113.5,15.6,0.054,0.998669114,62,0.511883361,0.99,227,0.99734,3.25,0.56,10.4,5
8.2,0.27,0.43,64,1.6,0.035,0.995791143,31,0.491361694,0.81,128,0.9916,3.1,0.5,12.3,6
6,0.26,0.15,62,1.2,0.053,0.996729652,35,0.488550717,0.78,124,0.99347,3.08,0.46,8.8,5
7,0.31,0.31,70,9.1,0.036,0.996072287,45,0.474216264,0.93,140,0.99216,2.98,0.31,12,7
7.4,0.29,0.5,63.5,1.8,0.042,0.996845023,35,0.537819095,0.87,127,0.9937,3.45,0.5,10.2,7
5.2,0.37,0.33,40.5,1.2,0.028,0.995087936,13,0.527629901,1.11,81,0.9902,3.37,0.38,11.7,6
6.4,0.18,0.48,75,4,0.186,0.997246208,64,0.485721426,0.54,150,0.9945,3.06,0.4,9.3,5
6.8,0.21,0.62,56.5,6.4,0.041,0.996784831,7,0.471291711,0.63,113,0.99358,2.96,0.59,10.2,5
6.4,0.22,0.32,79,12,0.066,0.99959992,57,0.556302501,0.66,158,0.9992,3.6,0.43,9,6
8.8,0.33,0.44,43.5,6.35,0.024,0.995841353,9,0.471291711,0.99,87,0.9917,2.96,0.4,12.6,7
8.8,0.23,0.35,91.5,10.7,0.04,0.99919968,26,0.46686762,0.69,183,0.9984,2.93,0.49,9.1,6
7.2,0.31,0.26,78.5,7.3,0.05,0.998123239,37,0.489958479,0.93,157,0.99625,3.09,0.43,9,5
6.3,0.19,0.21,81.5,1.8,0.049,0.996192752,35,0.519827994,0.57,163,0.9924,3.31,0.5,10.3,6
5.5,0.31,0.29,51,3,0.027,0.995324068,16,0.509202522,0.93,102,0.99067,3.23,0.56,11.2,6
6.8,0.25,0.27,77,10.7,0.076,0.998348636,47,0.484299839,0.75,154,0.9967,3.05,0.38,9,5
7.4,0.155,0.34,107,2.3,0.045,0.996694537,73.5,0.50242712,0.465,214,0.9934,3.18,0.61,9.9,7
5.7,0.18,0.26,47.5,2.2,0.023,0.994635612,21,0.487138375,0.54,95,0.9893,3.07,0.54,12.3,6
